time,event,direction,price,lots,reason,realized_pnl,realized_pnl_cum,available_cash,margin_in_use,bar_index
2016-05-13 17:30:00,ENTRY,SHORT,40730.0,16,C3_SHORT + EMA_OK + BUFFER,0.0,16068.650499999996,2516068.6505,488760.0,1595
2016-05-16 10:00:00,EXIT,SHORT,41342.0,16,STOP,-50929.728,-34861.07750000001,2465138.9225,0.0,1620
2016-05-18 12:30:00,ENTRY,SHORT,40802.0,32,C3_SHORT + EMA_OK + BUFFER,0.0,-34861.07750000001,2465138.9225,979248.0,1740
2016-05-31 23:30:00,EXIT,SHORT,38405.0,32,MONTH_END,379718.064,344856.9865,2844856.9864999996,0.0,2279
2016-06-01 22:00:00,ENTRY,SHORT,38346.0,24,C3_SHORT + EMA_OK + BUFFER,0.0,344856.9865,2844856.9864999996,690228.0,2328
2016-06-03 18:00:00,EXIT,SHORT,39129.0,24,STOP,-96749.1,248107.8865,2748107.8864999996,0.0,2422
2016-06-08 11:00:00,ENTRY,LONG,39301.0,46,C3_LONG + EMA_OK + BUFFER,0.0,248107.8865,2748107.8864999996,1355884.5,2559
2016-06-17 10:00:00,EXIT,LONG,41231.0,46,STOP,438343.292,686451.1785,3186451.1784999995,0.0,2940
2016-06-17 20:30:00,ENTRY,SHORT,41112.0,24,C3_SHORT + EMA_OK + BUFFER,0.0,686451.1785,3186451.1784999995,740016.0,2982
2016-06-20 13:00:00,EXIT,SHORT,41809.0,24,STOP,-86625.156,599826.0225000001,3099826.0224999995,0.0,3007
2016-06-22 23:00:00,ENTRY,SHORT,41157.0,48,C3_SHORT + EMA_OK + BUFFER,0.0,599826.0225000001,3099826.0224999995,1481652.0,3157
2016-06-24 10:00:00,EXIT,SHORT,42536.0,48,STOP,-336985.896,262840.1265000001,2762840.1264999993,0.0,3215
2016-06-24 16:00:00,ENTRY,LONG,42877.0,42,C3_LONG + EMA_OK + BUFFER,0.0,262840.1265000001,2762840.1264999993,1350625.5,3239
2016-06-27 10:00:00,EXIT,LONG,42385.0,42,STOP,-108691.506,154148.62050000008,2654148.6204999993,0.0,3270
2016-06-28 16:30:00,ENTRY,SHORT,41950.0,42,C3_SHORT + EMA_OK + BUFFER,0.0,154148.62050000008,2654148.6204999993,1321425.0,3351
2016-06-29 10:00:00,EXIT,SHORT,42743.0,42,STOP,-171865.65899999999,-17717.038499999908,2482282.9614999993,0.0,3380
2016-06-30 23:00:00,ENTRY,LONG,43433.0,38,C3_LONG + EMA_OK + BUFFER,0.0,-17717.038499999908,2482282.9614999993,1237840.5,3487
2016-06-30 23:30:00,EXIT,LONG,43446.0,38,MONTH_END,-2482.102999999999,-20199.141499999907,2479800.858499999,0.0,3489
2016-07-01 16:30:00,ENTRY,LONG,45770.0,36,C3_LONG + EMA_OK + BUFFER,0.0,-20199.141499999907,2479800.858499999,1235790.0,3516
2016-07-04 13:00:00,EXIT,LONG,47700.0,36,STOP,342352.62,322153.4785000001,2822153.4784999993,0.0,3557
2016-07-08 23:15:00,ENTRY,LONG,47586.0,19,C3_LONG + EMA_OK + BUFFER,0.0,322153.4785000001,2822153.4784999993,678100.5,3764
2016-07-12 21:45:00,EXIT,LONG,47401.0,19,EMA_REVERSAL,-20282.1295,301871.3490000001,2801871.3489999995,0.0,3868
2016-07-13 17:15:00,ENTRY,LONG,47960.0,38,C3_LONG + EMA_OK + BUFFER,0.0,301871.3490000001,2801871.3489999995,1366860.0,3905
2016-07-13 20:00:00,EXIT,LONG,47576.0,38,EMA_REVERSAL,-78405.552,223465.7970000001,2723465.7969999993,0.0,3916
2016-07-20 12:15:00,ENTRY,SHORT,46694.0,38,C3_SHORT + EMA_OK + BUFFER,0.0,223465.7970000001,2723465.7969999993,1330779.0,4159
2016-07-27 18:30:00,EXIT,SHORT,46780.0,38,STOP,-21668.018,201797.7790000001,2701797.778999999,0.0,4459
2016-07-28 11:30:00,ENTRY,LONG,47935.0,37,C3_LONG + EMA_OK + BUFFER,0.0,201797.7790000001,2701797.778999999,1330196.25,4486
2016-07-28 22:45:00,EXIT,LONG,47340.0,37,STOP,-115362.7625,86435.0165000001,2586435.016499999,0.0,4531
2016-08-02 11:15:00,ENTRY,LONG,47733.0,36,C3_LONG + EMA_OK + BUFFER,0.0,86435.0165000001,2586435.016499999,1288791.0,4650
2016-08-04 10:00:00,EXIT,LONG,47168.0,36,STOP,-106824.654,-20389.637499999895,2479610.362499999,0.0,4755
2016-08-04 18:45:00,ENTRY,SHORT,47444.0,34,C3_SHORT + EMA_OK + BUFFER,0.0,-20389.637499999895,2479610.362499999,1209822.0,4790
2016-08-10 10:00:00,EXIT,SHORT,47076.0,34,STOP,57739.48,37349.84250000011,2537349.842499999,0.0,4975
2016-08-10 17:00:00,ENTRY,LONG,47422.0,17,C3_LONG + EMA_OK + BUFFER,0.0,37349.84250000011,2537349.842499999,604630.5,5003
2016-08-11 10:45:00,EXIT,LONG,46750.0,17,STOP,-59521.386,-22171.54349999989,2477828.456499999,0.0,5033
2016-08-17 12:00:00,ENTRY,SHORT,46160.0,34,C3_SHORT + EMA_OK + BUFFER,0.0,-22171.54349999989,2477828.456499999,1177080.0,5203
2016-08-29 21:00:00,EXIT,SHORT,44124.0,34,EMA_REVERSAL,341515.516,319343.9725000001,2819343.9724999988,0.0,5679
2016-08-29 23:00:00,ENTRY,LONG,44415.0,21,C3_LONG + EMA_OK + BUFFER,0.0,319343.9725000001,2819343.9724999988,699536.25,5687
2016-08-31 23:30:00,EXIT,LONG,43987.0,21,MONTH_END,-47724.663,271619.3095000001,2771619.3094999986,0.0,5799
2016-09-06 12:30:00,ENTRY,LONG,46554.0,39,C3_LONG + EMA_OK + BUFFER,0.0,271619.3095000001,2771619.3094999986,1361704.5,5919
2016-09-09 13:45:00,EXIT,LONG,46475.0,39,STOP,-20847.1965,250772.1130000001,2750772.1129999985,0.0,6086
2016-09-12 15:45:00,ENTRY,SHORT,45179.0,40,C3_SHORT + EMA_OK + BUFFER,0.0,250772.1130000001,2750772.1129999985,1355370.0,6148
2016-09-15 17:45:00,EXIT,SHORT,45900.0,40,STOP,-149664.74,101107.37300000011,2601107.3729999987,0.0,6265
2016-09-23 23:00:00,ENTRY,SHORT,46847.0,37,C3_SHORT + EMA_OK + BUFFER,0.0,101107.37300000011,2601107.3729999987,1300004.25,6563
2016-09-30 14:00:00,EXIT,SHORT,45955.0,37,EMA_REVERSAL,159869.489,260976.8620000001,2760976.861999999,0.0,6798
2016-10-04 16:30:00,ENTRY,SHORT,44740.0,20,C3_SHORT + EMA_OK + BUFFER,0.0,260976.8620000001,2760976.861999999,671100.0,6916
2016-10-07 18:30:00,EXIT,SHORT,42240.0,20,STOP,247390.6,508367.4620000001,3008367.461999999,0.0,7086
2016-10-07 19:30:00,ENTRY,SHORT,41838.0,10,C3_SHORT + EMA_OK + BUFFER,0.0,508367.4620000001,3008367.461999999,313785.0,7090
2016-10-10 10:00:00,EXIT,SHORT,42431.0,10,STOP,-30914.035,477453.42700000014,2977453.4269999987,0.0,7107
2016-10-14 15:15:00,ENTRY,SHORT,41913.0,20,C3_SHORT + EMA_OK + BUFFER,0.0,477453.42700000014,2977453.4269999987,628695.0,7238
2016-10-18 11:45:00,EXIT,SHORT,42299.0,20,EMA_REVERSAL,-41126.36,436327.06700000016,2936327.066999999,0.0,7332
2016-10-18 18:00:00,ENTRY,LONG,42301.0,40,C3_LONG + EMA_OK + BUFFER,0.0,436327.06700000016,2936327.066999999,1269030.0,7357
2016-10-31 23:15:00,EXIT,LONG,42416.0,40,MONTH_END,17916.98,454244.04700000014,2954244.046999999,0.0,7843
2016-11-01 16:45:00,ENTRY,LONG,43207.0,20,C3_LONG + EMA_OK + BUFFER,0.0,454244.04700000014,2954244.046999999,648105.0,7871
2016-11-03 14:15:00,EXIT,LONG,43116.0,20,STOP,-11689.689999999999,442554.35700000013,2942554.356999999,0.0,7969
2016-11-03 16:45:00,ENTRY,SHORT,42786.0,40,C3_SHORT + EMA_OK + BUFFER,0.0,442554.35700000013,2942554.356999999,1283580.0,7979
2016-11-03 22:45:00,EXIT,SHORT,43493.0,40,STOP,-146576.74,295977.61700000014,2795977.6169999987,0.0,8003
2016-11-04 19:15:00,ENTRY,LONG,43554.0,42,C3_LONG + EMA_OK + BUFFER,0.0,295977.61700000014,2795977.6169999987,1371950.9999999998,8043
2016-11-07 10:30:00,EXIT,LONG,42883.0,42,STOP,-146355.531,149622.08600000016,2649622.0859999987,0.0,8062
2016-11-07 22:30:00,ENTRY,SHORT,42690.0,41,C3_SHORT + EMA_OK + BUFFER,0.0,149622.08600000016,2649622.0859999987,1312717.5,8110
2016-11-08 14:15:00,EXIT,SHORT,43335.0,41,STOP,-137515.5375,12106.54850000015,2512106.5484999986,0.0,8133
2016-11-08 20:45:00,ENTRY,LONG,43781.0,38,C3_LONG + EMA_OK + BUFFER,0.0,12106.54850000015,2512106.5484999986,1247758.5,8159
2016-11-08 22:00:00,EXIT,LONG,43212.0,38,STOP,-113068.601,-100962.05249999985,2399037.947499999,0.0,8164
2016-11-09 10:15:00,ENTRY,LONG,44648.0,35,C3_LONG + EMA_OK + BUFFER,0.0,-100962.05249999985,2399037.947499999,1172010.0,8173
2016-11-09 11:30:00,EXIT,LONG,43940.0,35,STOP,-128550.87,-229512.92249999984,2270487.0774999987,0.0,8178
2016-11-10 12:30:00,ENTRY,LONG,43972.0,34,C3_LONG + EMA_OK + BUFFER,0.0,-229512.92249999984,2270487.0774999987,1121286.0,8238
2016-11-11 20:00:00,EXIT,LONG,43349.0,34,STOP,-110363.371,-339876.29349999985,2160123.706499999,0.0,8324
2016-11-11 21:30:00,ENTRY,SHORT,42274.0,34,C3_SHORT + EMA_OK + BUFFER,0.0,-339876.29349999985,2160123.706499999,1077986.9999999998,8330
2016-11-25 19:30:00,EXIT,SHORT,40500.0,34,EMA_REVERSAL,297358.526,-42517.76749999984,2457482.232499999,0.0,8827
2016-11-25 23:30:00,ENTRY,LONG,40500.0,20,C3_LONG + EMA_OK + BUFFER,0.0,-42517.76749999984,2457482.232499999,607500.0,8843
2016-11-29 10:00:00,EXIT,LONG,40667.0,20,STOP,14264.99,-28252.777499999844,2471747.222499999,0.0,8901
2016-11-29 14:30:00,ENTRY,SHORT,40544.0,20,C3_SHORT + EMA_OK + BUFFER,0.0,-28252.777499999844,2471747.222499999,608159.9999999999,8919
2016-11-30 23:45:00,EXIT,SHORT,40130.0,20,MONTH_END,38979.78,10727.002500000155,2510727.002499999,0.0,9001
2016-12-09 20:45:00,ENTRY,SHORT,41320.0,40,C3_SHORT + EMA_OK + BUFFER,0.0,10727.002500000155,2510727.002499999,1239600.0,9381
2016-12-14 19:30:00,EXIT,SHORT,41704.0,40,EMA_REVERSAL,-81781.44,-71054.43749999985,2428945.562499999,0.0,9489
2016-12-15 15:45:00,ENTRY,SHORT,40422.0,40,C3_SHORT + EMA_OK + BUFFER,0.0,-71054.43749999985,2428945.562499999,1212660.0,9530
2016-12-21 10:00:00,EXIT,SHORT,39724.0,40,STOP,134791.24,63736.802500000136,2563736.8024999993,0.0,9731
2016-12-21 23:30:00,ENTRY,SHORT,39113.0,20,C3_SHORT + EMA_OK + BUFFER,0.0,63736.802500000136,2563736.8024999993,586695.0,9785
2016-12-27 13:15:00,EXIT,SHORT,39284.0,20,STOP,-19451.91,44284.89250000013,2544284.892499999,0.0,9968
2016-12-27 14:30:00,ENTRY,LONG,39408.0,40,C3_LONG + EMA_OK + BUFFER,0.0,44284.89250000013,2544284.892499999,1182240.0,9973
2016-12-30 23:00:00,EXIT,LONG,39176.0,40,EMA_REVERSAL,-51115.04,-6830.147499999868,2493169.852499999,0.0,10175
2017-01-03 18:30:00,ENTRY,LONG,39540.0,42,C3_LONG + EMA_OK + BUFFER,0.0,-6830.147499999868,2493169.852499999,1245510.0,10269
2017-01-13 11:00:00,EXIT,LONG,40727.0,42,EMA_REVERSAL,244213.179,237383.03150000013,2737383.031499999,0.0,10687
2017-01-17 11:00:00,ENTRY,LONG,41300.0,40,C3_LONG + EMA_OK + BUFFER,0.0,237383.03150000013,2737383.031499999,1239000.0,10799
2017-01-19 19:00:00,EXIT,LONG,41019.0,40,STOP,-61139.14,176243.89150000014,2676243.891499999,0.0,10943
2017-01-23 15:30:00,ENTRY,LONG,41748.0,42,C3_LONG + EMA_OK + BUFFER,0.0,176243.89150000014,2676243.891499999,1315062.0,11041
2017-01-25 14:15:00,EXIT,LONG,41150.0,42,STOP,-130802.574,45441.31750000015,2545441.317499999,0.0,11148
2017-01-27 23:30:00,ENTRY,LONG,41475.0,40,C3_LONG + EMA_OK + BUFFER,0.0,45441.31750000015,2545441.317499999,1244250.0,11241
2017-01-31 23:45:00,EXIT,LONG,41934.0,40,MONTH_END,86795.46,132236.77750000014,2632236.777499999,0.0,11354
2017-02-01 12:45:00,ENTRY,LONG,42009.0,41,C3_LONG + EMA_OK + BUFFER,0.0,132236.77750000014,2632236.777499999,1291776.7499999998,11366
2017-02-09 16:45:00,EXIT,LONG,42215.0,41,EMA_REVERSAL,37050.224,169287.00150000013,2669287.001499999,0.0,11718
2017-02-09 20:45:00,ENTRY,SHORT,42013.0,40,C3_SHORT + EMA_OK + BUFFER,0.0,169287.00150000013,2669287.001499999,1260390.0,11734
2017-02-10 20:30:00,EXIT,SHORT,42414.0,40,STOP,-85265.62,84021.38150000013,2584021.3814999987,0.0,11789
2017-02-16 14:45:00,ENTRY,LONG,42936.0,40,C3_LONG + EMA_OK + BUFFER,0.0,84021.38150000013,2584021.3814999987,1288080.0,11990
2017-02-21 19:15:00,EXIT,LONG,42450.0,40,EMA_REVERSAL,-102323.16,-18301.77849999987,2481698.2214999986,0.0,12176
2017-02-23 18:45:00,ENTRY,LONG,42867.0,38,C3_LONG + EMA_OK + BUFFER,0.0,-18301.77849999987,2481698.2214999986,1221709.5,12286
2017-02-28 23:45:00,EXIT,LONG,43276.0,38,MONTH_END,72799.849,54498.07050000013,2554498.0704999985,0.0,12419
2017-03-01 20:00:00,ENTRY,LONG,44006.0,38,C3_LONG + EMA_OK + BUFFER,0.0,54498.07050000013,2554498.0704999985,1254171.0,12460
2017-03-02 22:00:00,EXIT,LONG,43400.0,38,STOP,-120122.14199999999,-65624.07149999986,2434375.9284999985,0.0,12524
2017-03-07 18:30:00,ENTRY,SHORT,42190.0,38,C3_SHORT + EMA_OK + BUFFER,0.0,-65624.07149999986,2434375.9284999985,1202415.0,12678
2017-03-16 10:00:00,EXIT,SHORT,40971.0,38,STOP,226869.823,161245.75150000013,2661245.7514999984,0.0,12977
2017-03-21 18:45:00,ENTRY,LONG,41070.0,43,C3_LONG + EMA_OK + BUFFER,0.0,161245.75150000013,2661245.7514999984,1324507.5,13174
2017-03-31 23:15:00,EXIT,LONG,42340.0,43,MONTH_END,267670.055,428915.8065000001,2928915.8064999986,0.0,13625
2017-04-06 16:15:00,ENTRY,SHORT,42130.0,40,C3_SHORT + EMA_OK + BUFFER,0.0,428915.8065000001,2928915.8064999986,1263900.0,13760
2017-04-11 20:15:00,EXIT,SHORT,42177.0,40,STOP,-14458.42,414457.38650000014,2914457.3864999986,0.0,13938
2017-04-20 18:30:00,ENTRY,SHORT,41594.0,46,C3_SHORT + EMA_OK + BUFFER,0.0,414457.38650000014,2914457.3864999986,1434992.9999999998,14256
2017-04-28 23:15:00,EXIT,SHORT,39496.0,46,MONTH_END,476944.79,891402.1765000001,3391402.1764999987,0.0,14600
2017-05-03 13:15:00,ENTRY,SHORT,39028.0,40,C3_SHORT + EMA_OK + BUFFER,0.0,891402.1765000001,3391402.1764999987,1170840.0,14669
2017-05-15 17:30:00,EXIT,SHORT,38860.0,40,STOP,28926.72,920328.8965,3420328.896499999,0.0,15118
2017-05-17 10:00:00,ENTRY,LONG,38975.0,20,C3_LONG + EMA_OK + BUFFER,0.0,920328.8965,3420328.896499999,584625.0,15196
2017-05-31 18:45:00,EXIT,LONG,39954.0,20,EMA_REVERSAL,95532.13,1015861.0265,3515861.0264999988,0.0,15772
2017-06-02 20:30:00,ENTRY,LONG,40362.0,58,C3_LONG + EMA_OK + BUFFER,0.0,1015861.0265,3515861.0264999988,1755747.0,15887
2017-06-09 12:15:00,EXIT,LONG,39820.0,58,STOP,-164155.834,851705.1925,3351705.192499999,0.0,16125
2017-06-14 18:30:00,ENTRY,LONG,39500.0,40,C3_LONG + EMA_OK + BUFFER,0.0,851705.1925,3351705.192499999,1185000.0,16313
2017-06-15 12:30:00,EXIT,LONG,38875.0,40,STOP,-129702.5,722002.6925,3222002.692499999,0.0,16343
2017-06-29 10:00:00,ENTRY,LONG,38838.0,55,C3_LONG + EMA_OK + BUFFER,0.0,722002.6925,3222002.692499999,1602067.5,16822
2017-06-30 18:00:00,EXIT,LONG,38263.0,55,STOP,-164485.8325,557516.86,3057516.859999999,0.0,16908
2017-07-03 18:45:00,ENTRY,SHORT,38102.0,53,C3_SHORT + EMA_OK + BUFFER,0.0,557516.86,3057516.859999999,1514554.5,16966
2017-07-10 20:30:00,EXIT,SHORT,36347.0,53,STOP,459156.3045,1016673.1645,3516673.164499999,0.0,17243
2017-07-11 12:45:00,ENTRY,SHORT,36149.0,32,C3_SHORT + EMA_OK + BUFFER,0.0,1016673.1645,3516673.164499999,867575.9999999999,17266
2017-07-11 20:45:00,EXIT,SHORT,36724.0,32,STOP,-95497.904,921175.2605,3421175.260499999,0.0,17298
2017-07-17 10:00:00,ENTRY,LONG,37170.0,61,C3_LONG + EMA_OK + BUFFER,0.0,921175.2605,3421175.260499999,1700527.5,17473
2017-07-31 23:15:00,EXIT,LONG,38665.0,61,MONTH_END,449036.0975,1370211.358,3870211.357999999,0.0,18068
2017-08-01 21:00:00,ENTRY,SHORT,38490.0,32,C3_SHORT + EMA_OK + BUFFER,0.0,1370211.358,3870211.357999999,923760.0,18113
2017-08-08 19:00:00,EXIT,SHORT,37583.0,32,EMA_REVERSAL,141468.496,1511679.854,4011679.853999999,0.0,18375
2017-08-09 10:00:00,ENTRY,LONG,37824.0,16,C3_LONG + EMA_OK + BUFFER,0.0,1511679.854,4011679.853999999,453887.99999999994,18393
2017-08-16 10:00:00,EXIT,LONG,38492.0,16,STOP,51608.416,1563288.27,4063288.269999999,0.0,18609
2017-08-18 11:45:00,ENTRY,LONG,39060.0,69,C3_LONG + EMA_OK + BUFFER,0.0,1563288.27,4063288.269999999,2021355.0,18724
2017-08-25 11:45:00,EXIT,LONG,39022.0,69,STOP,-21191.487,1542096.783,4042096.782999999,0.0,18988
2017-08-28 20:30:00,ENTRY,LONG,39528.0,32,C3_LONG + EMA_OK + BUFFER,0.0,1542096.783,4042096.782999999,948672.0,19031
2017-08-31 16:30:00,EXIT,LONG,39493.0,32,EMA_REVERSAL,-9393.008,1532703.7750000001,4032703.774999999,0.0,19177
2017-09-04 20:30:00,ENTRY,LONG,41516.0,64,C3_LONG + EMA_OK + BUFFER,0.0,1532703.7750000001,4032703.774999999,1992768.0,19299
2017-09-11 11:30:00,EXIT,LONG,41109.0,64,EMA_REVERSAL,-138172.0,1394531.7750000001,3894531.774999999,0.0,19535
2017-09-18 20:00:00,ENTRY,SHORT,40135.0,64,C3_SHORT + EMA_OK + BUFFER,0.0,1394531.7750000001,3894531.774999999,1926480.0,19841
2017-09-25 21:30:00,EXIT,SHORT,40343.0,64,EMA_REVERSAL,-74285.888,1320245.887,3820245.886999999,0.0,20118
2017-09-26 22:00:00,ENTRY,SHORT,39761.0,64,C3_SHORT + EMA_OK + BUFFER,0.0,1320245.887,3820245.886999999,1908528.0,20174
2017-09-29 23:30:00,EXIT,SHORT,39468.0,64,MONTH_END,86154.016,1406399.9030000002,3906399.902999999,0.0,20344
2017-10-06 21:00:00,ENTRY,LONG,39720.0,32,C3_LONG + EMA_OK + BUFFER,0.0,1406399.9030000002,3906399.902999999,953280.0,20552
2017-10-23 12:30:00,EXIT,LONG,39664.0,32,STOP,-12770.432,1393629.4710000001,3893629.470999999,0.0,21011
2017-10-24 10:00:00,ENTRY,LONG,40015.0,64,C3_LONG + EMA_OK + BUFFER,0.0,1393629.4710000001,3893629.470999999,1920720.0,21055
2017-10-25 10:00:00,EXIT,LONG,39630.0,64,EMA_REVERSAL,-130845.92,1262783.5510000002,3762783.550999999,0.0,21109
2017-10-25 14:15:00,ENTRY,SHORT,39519.0,63,C3_SHORT + EMA_OK + BUFFER,0.0,1262783.5510000002,3762783.550999999,1867272.7499999998,21126
2017-10-31 23:15:00,EXIT,SHORT,38833.0,63,MONTH_END,208685.736,1471469.2870000002,3971469.286999999,0.0,21375
2017-11-03 20:15:00,ENTRY,SHORT,39089.0,64,C3_SHORT + EMA_OK + BUFFER,0.0,1471469.2870000002,3971469.286999999,1876271.9999999998,21525
2017-11-06 21:45:00,EXIT,SHORT,39679.0,64,STOP,-196361.728,1275107.5590000004,3775107.558999999,0.0,21585
2017-11-13 18:30:00,ENTRY,SHORT,39499.0,63,C3_SHORT + EMA_OK + BUFFER,0.0,1275107.5590000004,3775107.558999999,1866327.7499999998,21852
2017-11-17 23:15:00,EXIT,SHORT,39899.0,63,EMA_REVERSAL,-133503.111,1141604.4480000003,3641604.447999999,0.0,22095
2017-11-20 22:00:00,ENTRY,SHORT,39436.0,61,C3_SHORT + EMA_OK + BUFFER,0.0,1141604.4480000003,3641604.447999999,1804197.0,22146
2017-11-30 23:45:00,EXIT,SHORT,37544.0,61,MONTH_END,570016.33,1711620.7780000004,4211620.777999999,0.0,22601
2017-12-05 21:00:00,ENTRY,SHORT,37674.0,74,C3_SHORT + EMA_OK + BUFFER,0.0,1711620.7780000004,4211620.777999999,2090906.9999999998,22758
2017-12-15 18:45:00,EXIT,SHORT,37362.0,74,EMA_REVERSAL,107111.004,1818731.7820000004,4318731.781999999,0.0,23197
2017-12-18 10:00:00,ENTRY,LONG,37366.0,64,C3_LONG + EMA_OK + BUFFER,0.0,1818731.7820000004,4318731.781999999,1793568.0,23218
2017-12-29 23:45:00,EXIT,LONG,39259.0,64,MONTH_END,598404.0,2417135.7820000006,4917135.781999999,0.0,23721
2018-01-08 21:45:00,ENTRY,SHORT,39100.0,83,C3_SHORT + EMA_OK + BUFFER,0.0,2417135.7820000006,4917135.781999999,2433975.0,24022
2018-01-10 16:30:00,EXIT,SHORT,39280.0,83,EMA_REVERSAL,-84458.31,2332677.4720000005,4832677.471999999,0.0,24113
2018-01-18 20:45:00,ENTRY,SHORT,39000.0,82,C3_SHORT + EMA_OK + BUFFER,0.0,2332677.4720000005,4832677.471999999,2398500.0,24466
2018-01-24 16:00:00,EXIT,SHORT,39346.0,82,EMA_REVERSAL,-151496.558,2181180.9140000003,4681180.913999999,0.0,24671
2018-01-24 18:15:00,ENTRY,LONG,39386.0,79,C3_LONG + EMA_OK + BUFFER,0.0,2181180.9140000003,4681180.913999999,2333620.5,24680
2018-01-29 21:30:00,EXIT,LONG,39183.0,79,STOP,-89495.4265,2091685.4875000003,4591685.487499999,0.0,24805
2018-02-02 19:30:00,ENTRY,SHORT,39030.0,78,C3_SHORT + EMA_OK + BUFFER,0.0,2091685.4875000003,4591685.487499999,2283255.0,25021
2018-02-12 20:00:00,EXIT,SHORT,38137.0,78,EMA_REVERSAL,339241.461,2430926.9485000004,4930926.948499999,0.0,25359
2018-02-14 23:30:00,ENTRY,LONG,38669.0,43,C3_LONG + EMA_OK + BUFFER,0.0,2430926.9485000004,4930926.948499999,1247075.2499999998,25430
2018-02-27 21:15:00,EXIT,LONG,38214.0,43,EMA_REVERSAL,-102783.9535,2328142.9950000006,4828142.994999999,0.0,25925
2018-03-01 21:00:00,ENTRY,LONG,38498.0,83,C3_LONG + EMA_OK + BUFFER,0.0,2328142.9950000006,4828142.994999999,2396500.5,26036
2018-03-16 19:00:00,EXIT,LONG,38510.0,83,STOP,-4607.495999999999,2323535.499000001,4823535.498999999,0.0,26581
2018-03-22 10:00:00,ENTRY,LONG,38815.0,82,C3_LONG + EMA_OK + BUFFER,0.0,2323535.499000001,4823535.498999999,2387122.5,26761
2018-03-27 20:15:00,EXIT,LONG,38625.0,82,EMA_REVERSAL,-87425.12,2236110.3790000007,4736110.378999999,0.0,26965
2018-04-02 17:45:00,ENTRY,LONG,38846.0,81,C3_LONG + EMA_OK + BUFFER,0.0,2236110.3790000007,4736110.378999999,2359894.5,27065
2018-04-03 20:00:00,EXIT,LONG,38409.0,81,EMA_REVERSAL,-186371.48249999998,2049738.8965000007,4549738.896499999,0.0,27128
2018-04-04 19:00:00,ENTRY,SHORT,38224.0,79,C3_SHORT + EMA_OK + BUFFER,0.0,2049738.8965000007,4549738.896499999,2264771.9999999995,27178
2018-04-10 18:30:00,EXIT,SHORT,38816.0,79,STOP,-242969.24,1806769.6565000007,4306769.656499999,0.0,27392
2018-04-17 18:45:00,ENTRY,LONG,39224.0,73,C3_LONG + EMA_OK + BUFFER,0.0,1806769.6565000007,4306769.656499999,2147513.9999999995,27664
2018-04-23 14:00:00,EXIT,LONG,40218.0,73,EMA_REVERSAL,354111.101,2160880.7575000008,4660880.757499998,0.0,27861
2018-04-23 17:45:00,ENTRY,SHORT,39848.0,38,C3_SHORT + EMA_OK + BUFFER,0.0,2160880.7575000008,4660880.757499998,1135668.0,27876
2018-04-30 23:15:00,EXIT,SHORT,38642.0,38,MONTH_END,224666.07,2385546.8275000006,4885546.827499999,0.0,28168
2018-05-02 14:45:00,ENTRY,LONG,39457.0,38,C3_LONG + EMA_OK + BUFFER,0.0,2385546.8275000006,4885546.827499999,1124524.5,28189
2018-05-14 23:15:00,EXIT,LONG,40330.0,38,EMA_REVERSAL,161322.141,2546868.9685000004,5046868.968499999,0.0,28657
2018-05-15 18:00:00,ENTRY,SHORT,40003.0,84,C3_SHORT + EMA_OK + BUFFER,0.0,2546868.9685000004,5046868.968499999,2520189.0,28691
