entry_time,exit_time,direction,entry_price,exit_price,lots,reason_entry,reason_exit,holding_bars,holding_minutes,mfe_pct,mae_pct,gross_pnl,brokerage,net_pnl,pnl_pct_price,starting_cash_at_entry,available_after_exit
2016-04-05 18:00:00,2016-04-21 19:00:00,LONG,36301.0,39920.0,2,C3_LONG + EMA_OK + BUFFER,STOP,580,8700,14.181427508884054,-1.4434864053331864,36190.0,228.66299999999998,35961.337,9.969422329963361,2500000.0,2535961.337
2016-04-22 17:45:00,2016-04-22 21:45:00,LONG,40557.0,39980.0,1,C3_LONG + EMA_OK + BUFFER,STOP,16,240,0.6681953793426535,-1.5435066696254653,-2885.0,120.8055,-3005.8055,-1.422689054910373,2535961.337,2532955.5315
2016-04-25 14:30:00,2016-04-27 10:00:00,SHORT,39910.0,40584.0,2,C3_SHORT + EMA_OK + BUFFER,STOP,91,1365,0.5011275369581559,-1.7013279879729393,-6740.0,241.48199999999997,-6981.482,-1.6887997995489852,2532955.5315,2525974.0495
2016-04-27 21:45:00,2016-04-29 23:30:00,LONG,40602.0,41552.0,4,C3_LONG + EMA_OK + BUFFER,MONTH_END,117,1755,3.1476281956553867,-0.5319934978572485,19000.0,492.9239999999999,18507.076,2.339786217427713,2525974.0495,2544481.1255
2016-05-02 14:45:00,2016-05-02 23:15:00,LONG,42348.0,41727.0,2,C3_LONG + EMA_OK + BUFFER,STOP,34,510,0.9492774156984981,-1.5892131859828091,-6210.0,252.22499999999997,-6462.225,-1.4664210824596202,2544481.1255,2538018.9005
2016-05-03 19:30:00,2016-05-05 17:30:00,SHORT,41560.0,41701.0,4,C3_SHORT + EMA_OK + BUFFER,EMA_REVERSAL,102,1530,1.1525505293551492,-0.6280076997112608,-2820.0,499.5659999999999,-3319.566,-0.33926852743022134,2538018.9005,2534699.3345
2016-05-09 18:30:00,2016-05-11 16:00:00,SHORT,41058.0,41499.0,8,C3_SHORT + EMA_OK + BUFFER,EMA_REVERSAL,100,1500,1.2835500998587364,-1.1788202055628623,-17640.0,990.684,-18630.684,-1.0740903112669882,2534699.3345,2516068.6505
2016-05-13 17:30:00,2016-05-16 10:00:00,SHORT,40730.0,41342.0,16,C3_SHORT + EMA_OK + BUFFER,STOP,25,375,1.05573287503069,-1.622882396268107,-48960.0,1969.728,-50929.728,-1.502577952369261,2516068.6505,2465138.9225
2016-05-18 12:30:00,2016-05-31 23:30:00,SHORT,40802.0,38405.0,32,C3_SHORT + EMA_OK + BUFFER,MONTH_END,539,8085,6.051173962060683,-0.7181020538208911,383520.0,3801.9359999999997,379718.064,5.874712023920396,2465138.9225,2844856.9864999996
2016-06-01 22:00:00,2016-06-03 18:00:00,SHORT,38346.0,39129.0,24,C3_SHORT + EMA_OK + BUFFER,STOP,94,1410,0.1799405413863245,-2.469618734678976,-93960.0,2789.0999999999995,-96749.1,-2.041933969644813,2844856.9864999996,2748107.8864999996
2016-06-08 11:00:00,2016-06-17 10:00:00,LONG,39301.0,41231.0,46,C3_LONG + EMA_OK + BUFFER,STOP,381,5715,7.997251978321163,-0.2875244904709804,443900.0,5556.708,438343.292,4.910816518663648,2748107.8864999996,3186451.1784999995
2016-06-17 20:30:00,2016-06-20 13:00:00,SHORT,41112.0,41809.0,24,C3_SHORT + EMA_OK + BUFFER,STOP,25,375,0.5643121229811248,-2.10887332165791,-83640.0,2985.156,-86625.156,-1.6953687487838103,3186451.1784999995,3099826.0224999995
2016-06-22 23:00:00,2016-06-24 10:00:00,SHORT,41157.0,42536.0,48,C3_SHORT + EMA_OK + BUFFER,STOP,58,870,0.6681730932769638,-4.089219330855019,-330960.0,6025.896,-336985.896,-3.3505843477415747,3099826.0224999995,2762840.1264999993
2016-06-24 16:00:00,2016-06-27 10:00:00,LONG,42877.0,42385.0,42,C3_LONG + EMA_OK + BUFFER,STOP,31,465,0.23089301956760033,-1.681554213214544,-103320.0,5371.505999999999,-108691.506,-1.1474683396692866,2762840.1264999993,2654148.6204999993
2016-06-28 16:30:00,2016-06-29 10:00:00,SHORT,41950.0,42743.0,42,C3_SHORT + EMA_OK + BUFFER,STOP,29,435,0.20023837902264602,-2.495828367103695,-166530.0,5335.659,-171865.65899999999,-1.8903456495828368,2654148.6204999993,2482282.9614999993
2016-06-30 23:00:00,2016-06-30 23:30:00,LONG,43433.0,43446.0,38,C3_LONG + EMA_OK + BUFFER,MONTH_END,2,30,0.19800612437547485,-0.19109893399028388,2470.0,4952.103,-2482.103,0.029931158335827598,2482282.9614999993,2479800.858499999
2016-07-01 16:30:00,2016-07-04 13:00:00,LONG,45770.0,47700.0,36,C3_LONG + EMA_OK + BUFFER,STOP,41,615,6.563251037797683,-0.3015075376884422,347400.0,5047.379999999999,342352.62,4.216735853178938,2479800.858499999,2822153.4784999993
2016-07-08 23:15:00,2016-07-12 21:45:00,LONG,47586.0,47401.0,19,C3_LONG + EMA_OK + BUFFER,EMA_REVERSAL,104,1560,2.187618207035683,-0.5800025217500946,-17575.0,2707.1294999999996,-20282.1295,-0.3887698062455344,2822153.4784999993,2801871.3489999995
2016-07-13 17:15:00,2016-07-13 20:00:00,LONG,47960.0,47576.0,38,C3_LONG + EMA_OK + BUFFER,EMA_REVERSAL,11,165,0.08340283569641367,-0.8527939949958298,-72960.0,5445.551999999999,-78405.552,-0.8006672226855712,2801871.3489999995,2723465.7969999993
2016-07-20 12:15:00,2016-07-27 18:30:00,SHORT,46694.0,46780.0,38,C3_SHORT + EMA_OK + BUFFER,STOP,300,4500,2.5035336445796035,-0.31267400522551075,-16340.0,5328.018,-21668.018,-0.18417783869447896,2723465.7969999993,2701797.778999999
2016-07-28 11:30:00,2016-07-28 22:45:00,LONG,47935.0,47340.0,37,C3_LONG + EMA_OK + BUFFER,STOP,45,675,0.39428392614999475,-1.5124647960780222,-110075.0,5287.7625,-115362.7625,-1.2412642119536874,2701797.778999999,2586435.016499999
2016-08-02 11:15:00,2016-08-04 10:00:00,LONG,47733.0,47168.0,36,C3_LONG + EMA_OK + BUFFER,STOP,105,1575,1.4811555946619739,-1.7974985858839796,-101700.0,5124.654,-106824.654,-1.1836674837114785,2586435.016499999,2479610.362499999
2016-08-04 18:45:00,2016-08-10 10:00:00,SHORT,47444.0,47076.0,34,C3_SHORT + EMA_OK + BUFFER,STOP,185,2775,3.307056740578366,-0.592277211027738,62560.0,4820.519999999999,57739.48,0.7756512941573224,2479610.362499999,2537349.842499999
